time_step,eval_return_mean,eval_std_mean,timestamp
0,-1426.031605485548,54.20062596741586,2022-01-18 13:36:33
10000,-1445.3249333347314,12.238987157012748,2022-01-18 13:36:39
20000,-138.86774504475622,797.5527860507432,2022-01-18 13:37:53
30000,-1418.1936942783957,47.07237272770935,2022-01-18 13:39:05
40000,-1398.9364717735077,79.58515790028231,2022-01-18 13:40:16
50000,-362.0891345322795,524.8947548363022,2022-01-18 13:41:28
60000,105.26516498662575,40.257684136788384,2022-01-18 13:42:38
70000,-481.6182469001087,360.2284505821729,2022-01-18 13:43:51
80000,406.2147820815842,43.44947505225267,2022-01-18 13:45:03
90000,398.22229701638076,21.812294992631884,2022-01-18 13:46:15
100000,530.8989750511179,9.264774884328146,2022-01-18 13:47:26
110000,749.1971357605398,220.91060553288034,2022-01-18 13:48:38
120000,-44.03800692493816,770.4051846597378,2022-01-18 13:49:49
130000,688.8506904675556,18.270907274303223,2022-01-18 13:51:00
140000,610.7919298095876,12.453245520851947,2022-01-18 13:52:16
150000,612.3784426795094,30.4437657168553,2022-01-18 13:53:28
160000,770.7865791817059,126.7567073969749,2022-01-18 13:54:39
170000,783.0555724729235,117.60130376927951,2022-01-18 13:55:53
180000,632.0650838538439,9.593165420411777,2022-01-18 13:57:05
190000,1003.9901780592388,4.175107419898321,2022-01-18 13:58:16
200000,1118.4257165117108,8.803382994372674,2022-01-18 13:59:28
210000,1152.2274232042398,14.179387052870469,2022-01-18 14:00:41
220000,1174.0296888000462,8.261161424866001,2022-01-18 14:01:53
230000,1185.947939350071,4.8629910050172045,2022-01-18 14:03:05
240000,1358.2380060326745,7.681914244567543,2022-01-18 14:04:16
250000,1339.2973248322473,17.180648530676702,2022-01-18 14:05:27
260000,1285.3213253104711,8.467245747112012,2022-01-18 14:06:37
270000,1409.5123813175992,4.867588986301773,2022-01-18 14:07:49
280000,1411.3062433592513,51.01386407752839,2022-01-18 14:09:00
290000,1460.8367760706058,13.945929775667437,2022-01-18 14:10:11
300000,1352.0379888997609,21.496171447528383,2022-01-18 14:11:22
310000,1476.211084386147,5.192398656083018,2022-01-18 14:12:33
320000,1519.1673213839697,6.115727948198111,2022-01-18 14:13:43
330000,1651.5293529206797,18.658955819380953,2022-01-18 14:14:54
340000,1546.8180907874473,11.087143135144686,2022-01-18 14:16:05
350000,1460.0162797976202,38.897489442035656,2022-01-18 14:17:16
360000,1364.5448520503276,14.349450760350528,2022-01-18 14:18:28
370000,1577.7557515572455,42.41471456614725,2022-01-18 14:19:41
380000,1409.2619880813993,22.86513672715511,2022-01-18 14:20:54
390000,1672.8636783356317,11.800409346336414,2022-01-18 14:22:10
400000,1652.7773682413058,8.501673243500267,2022-01-18 14:23:24
410000,994.211152296567,301.6096706264565,2022-01-18 14:24:35
420000,1866.4427443716036,23.73635537153269,2022-01-18 14:25:47
430000,1353.8910267281922,339.8901706896823,2022-01-18 14:27:01
440000,1689.207842947096,285.14635463106475,2022-01-18 14:28:12
450000,1673.368956794598,8.488532147194581,2022-01-18 14:29:24
460000,1739.917999229728,15.893824179682358,2022-01-18 14:30:35
470000,1817.8762646452556,19.263289237065354,2022-01-18 14:31:46
480000,1655.2680777615064,8.586162638423499,2022-01-18 14:32:59
490000,1749.199453894009,8.489240032874905,2022-01-18 14:34:12
500000,1655.9909908484594,22.771212674360697,2022-01-18 14:35:23
510000,1907.7072855143913,11.371667824234105,2022-01-18 14:36:34
520000,1836.9744708253027,16.701617675299364,2022-01-18 14:37:45
530000,1701.6565908765192,17.32805242395659,2022-01-18 14:38:57
540000,1951.420748411383,16.90654574740222,2022-01-18 14:40:10
550000,1858.5254804434862,15.520073200024616,2022-01-18 14:41:23
560000,1778.4101319723181,9.749172109023121,2022-01-18 14:42:35
570000,1749.0894352412356,11.988325503015485,2022-01-18 14:43:49
580000,1886.6067993976144,28.04819244758802,2022-01-18 14:45:02
590000,1964.7245395597079,30.0149001359544,2022-01-18 14:46:16
600000,1906.7802006177226,44.37553892282571,2022-01-18 14:47:28
610000,1700.4806554318088,70.60440053860923,2022-01-18 14:48:40
620000,1918.0850600990047,8.913959868205666,2022-01-18 14:49:51
630000,1834.267740321505,44.13711487238772,2022-01-18 14:51:02
640000,1992.5238719521906,26.534111519958078,2022-01-18 14:52:14
650000,2013.221863768475,16.094500216215277,2022-01-18 14:53:26
660000,1747.2974362412726,93.46357428459511,2022-01-18 14:54:38
670000,1585.120078504296,195.69151977475488,2022-01-18 14:55:50
680000,2030.4943947148408,8.304952165230278,2022-01-18 14:57:01
690000,1376.0492321939087,117.94828819074498,2022-01-18 14:58:14
700000,1593.3485869089277,100.54141306827859,2022-01-18 14:59:26
710000,1957.768610017387,25.969349530854902,2022-01-18 15:00:38
720000,1872.1370007719204,70.1530924416222,2022-01-18 15:01:50
730000,1958.84193065908,23.31828574980926,2022-01-18 15:03:02
740000,2041.2404371133277,37.375235970178196,2022-01-18 15:04:14
750000,2017.4962212827043,21.64295039379612,2022-01-18 15:05:26
760000,1934.1928762491705,10.365698625132275,2022-01-18 15:06:37
770000,2034.349791061041,59.745823561603046,2022-01-18 15:07:49
780000,2250.136773839785,9.546658664984106,2022-01-18 15:09:01
790000,1989.4669912611255,15.291773818868547,2022-01-18 15:10:13
800000,2163.9406346514797,16.795891629675392,2022-01-18 15:11:25
810000,2066.830529716343,38.734237383783565,2022-01-18 15:12:37
820000,2191.5111758505163,16.861630798484356,2022-01-18 15:13:48
830000,2113.909537944903,19.971248169296477,2022-01-18 15:15:01
