time_step,eval_return_mean,eval_std_mean,timestamp
850000,-1053.6216570405027,164.2715429712692,2022-01-18 13:49:34
860000,-1235.8164095560026,287.44597764549525,2022-01-18 13:51:43
870000,-348.73852594358084,279.86106877247,2022-01-18 13:53:56
880000,-685.1808182232592,296.07883433274554,2022-01-18 13:56:22
890000,-687.5757766159707,440.26786161869705,2022-01-18 13:58:43
900000,-867.3654191702375,319.5373492271556,2022-01-18 14:00:59
910000,-1129.388662171371,294.48876182952404,2022-01-18 14:03:19
920000,-618.9446841549097,264.6889130357032,2022-01-18 14:05:40
930000,-663.9167050166628,238.13627194476183,2022-01-18 14:07:56
940000,-564.5212645150442,129.91553839666287,2022-01-18 14:10:05
950000,-791.0621550771781,112.9305384715068,2022-01-18 14:12:16
960000,-1076.1842272130393,261.86580027187784,2022-01-18 14:14:25
