time_step,eval_return_mean,eval_std_mean,timestamp
0,-1477.5000555073573,102.53004059674721,2022-01-18 22:50:31
10000,-1472.0081708073712,96.01265950027407,2022-01-18 22:50:45
20000,-1442.2968109615633,43.305731817066096,2022-01-18 22:52:57
30000,-449.7775552229009,427.8842874223548,2022-01-18 22:55:00
40000,-1172.0614692607046,535.7165441134027,2022-01-18 22:57:15
50000,-1220.722867399978,108.18478405383875,2022-01-18 22:59:29
60000,181.58358329802257,482.19783946921166,2022-01-18 23:01:37
70000,456.4005757499689,66.33203510775985,2022-01-18 23:03:44
80000,144.82904623528236,467.6324597912458,2022-01-18 23:05:51
90000,479.5597422621069,157.17552632781317,2022-01-18 23:08:03
100000,-272.0158816974058,728.9945140467378,2022-01-18 23:10:12
110000,540.6274715103086,22.015199807003164,2022-01-18 23:12:33
120000,513.0719509783235,43.83319530563654,2022-01-18 23:14:41
130000,582.556286332514,6.277345673546165,2022-01-18 23:16:45
140000,585.19647259215,70.38398107796114,2022-01-18 23:18:54
150000,164.55713147784158,783.4316455165056,2022-01-18 23:21:00
160000,686.374532216605,52.45649470907863,2022-01-18 23:23:06
170000,685.2298540030663,38.47646965218866,2022-01-18 23:25:09
180000,759.3273468749832,63.545451100437866,2022-01-18 23:27:16
190000,786.8883935299525,16.125316801528495,2022-01-18 23:29:20
200000,711.9573659272448,13.679003464556327,2022-01-18 23:31:19
210000,723.4020172072932,42.28990326681883,2022-01-18 23:33:20
220000,985.7049236990002,10.749417155137108,2022-01-18 23:35:19
230000,959.956907392788,88.42084921526809,2022-01-18 23:37:22
240000,540.5283130250061,856.7851292081906,2022-01-18 23:39:27
250000,982.1456890897498,533.1174648194443,2022-01-18 23:41:29
260000,1380.6356219980694,28.036782126014298,2022-01-18 23:43:33
270000,1170.7948957396407,112.41521861717732,2022-01-18 23:45:34
280000,1133.520502360224,272.0569508346951,2022-01-18 23:47:38
290000,1174.5012143029219,221.4333883357295,2022-01-18 23:49:47
300000,1250.320320851507,237.00817181903255,2022-01-18 23:52:00
310000,1379.4857892325226,291.6205013904206,2022-01-18 23:54:08
320000,1559.2444814719918,74.983799637881,2022-01-18 23:56:30
330000,1516.6065213019133,14.39530229624863,2022-01-18 23:58:55
340000,1639.5949333980068,25.64749517010583,2022-01-19 00:01:09
350000,1127.145020162808,823.7857159636131,2022-01-19 00:03:18
360000,1769.0775896434577,25.653951827696247,2022-01-19 00:05:24
370000,1660.892445383382,20.64536428825869,2022-01-19 00:07:37
380000,1711.0300747993704,21.453377752500163,2022-01-19 00:09:46
390000,1723.1877548877558,14.311618148195091,2022-01-19 00:11:53
400000,1666.895574752365,14.54702167476556,2022-01-19 00:13:50
410000,1471.581656047004,42.812025266823085,2022-01-19 00:15:47
420000,1691.647955349637,94.96645886082747,2022-01-19 00:17:45
430000,1628.201296171504,23.07813481342098,2022-01-19 00:19:45
440000,1443.524165016616,986.3334400188008,2022-01-19 00:21:43
450000,1497.5518008334038,623.1130722714847,2022-01-19 00:23:40
460000,1326.1421539224766,669.0696179265569,2022-01-19 00:25:36
470000,1646.2356987562907,121.97884199486482,2022-01-19 00:27:32
480000,1686.623895564969,67.22784011556094,2022-01-19 00:29:29
490000,1709.5684083386054,41.65720203457965,2022-01-19 00:31:26
500000,1868.083763938343,22.784487305056913,2022-01-19 00:33:23
510000,1793.412454242698,17.423669186480435,2022-01-19 00:35:20
520000,1799.983730658967,7.5471691248450234,2022-01-19 00:37:16
530000,1848.4164061376348,13.868398002913684,2022-01-19 00:39:13
540000,1863.7602958680302,12.701283234460776,2022-01-19 00:41:10
550000,1694.991673206297,16.533521004792807,2022-01-19 00:43:08
560000,1770.2935881730439,29.792555890197374,2022-01-19 00:45:04
570000,1728.2029827984006,49.86311825274491,2022-01-19 03:47:01
580000,1828.122321719709,31.02786687590769,2022-01-19 08:27:44
590000,1844.9543681759365,12.411681837761673,2022-01-19 08:29:48
600000,1745.5835468517366,65.8845976861138,2022-01-19 08:31:49
610000,1817.2742133777551,30.268259568702728,2022-01-19 08:33:59
620000,1849.9927332824068,21.54733973282182,2022-01-19 08:36:07
630000,1188.1146357111713,1271.0222705027838,2022-01-19 08:38:11
640000,1809.0510825516328,24.029626332980488,2022-01-19 08:40:19
650000,1781.7870386134618,32.28785176730028,2022-01-19 08:42:26
660000,1875.0437724012365,13.905925465795606,2022-01-19 08:44:28
670000,1933.3838195375095,8.132812437621702,2022-01-19 08:46:31
680000,1875.6769530986446,7.877957961204821,2022-01-19 08:48:34
690000,1906.3163636652782,13.968804947247017,2022-01-19 08:50:39
700000,1940.5710570430426,23.04347946743479,2022-01-19 08:52:44
710000,1965.2928804646774,44.349871834909955,2022-01-19 08:54:44
720000,1957.266921726538,21.085146185511697,2022-01-19 08:56:50
730000,1867.552704935447,12.13694696928831,2022-01-19 08:58:53
740000,1941.7463119140168,33.355269540149855,2022-01-19 09:00:57
750000,1916.626591129622,14.376546180363947,2022-01-19 09:03:00
760000,1930.97612017228,56.42383414719674,2022-01-19 09:05:08
770000,2029.3333422027506,14.002160741387522,2022-01-19 09:07:10
780000,1943.753594879459,16.979184816696048,2022-01-19 09:09:15
790000,2006.026457354222,33.65102156378126,2022-01-19 09:11:22
800000,2035.7014895191119,17.16982139079576,2022-01-19 09:13:27
810000,2101.8512860106157,16.695577810488007,2022-01-19 09:15:29
820000,2012.4291246194648,35.590588281170135,2022-01-19 09:17:33
830000,2027.3602154148607,24.53127321778709,2022-01-19 09:19:36
840000,2000.8242124403496,26.119123890381317,2022-01-19 09:21:48
