time_step,eval_return_mean,eval_std_mean,timestamp
850000,2027.3938861663403,22.220687385367846,2022-01-19 09:24:03
860000,2021.3504056631286,28.321451080695248,2022-01-19 09:26:14
870000,2139.2273393169385,18.546972525554054,2022-01-19 09:28:19
880000,2065.7335596258226,36.63018098447978,2022-01-19 09:30:24
890000,2025.4217302906284,471.00094635657354,2022-01-19 09:32:34
900000,2122.3817869260897,34.88030243188561,2022-01-19 09:34:39
910000,2116.466520605387,53.37518698141229,2022-01-19 09:36:45
920000,2113.58269570623,26.264294171631345,2022-01-19 09:38:51
930000,2218.0313084394243,15.04975206325981,2022-01-19 09:40:57
940000,2119.560061341062,37.24199086874908,2022-01-19 09:43:08
950000,2127.8545329047975,25.342247099915557,2022-01-19 09:45:16
960000,2202.7839066326005,14.335230472435308,2022-01-19 09:47:29
